ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
47.262,2.141,2421.6,8.225,10.178,151.13,125.23,2.328,10.083,9.848,9.726,65.678,36.008,41.645,38.797,30.965,0.563,105180,1,2008-07-08 01:00:00,100,100,1,130,0
47.053,2.132,2421.8,8.244,10.182,151.22,125.3,2.227,10.097,9.856,9.725,65.846,36.0,41.609,38.762,30.949,0.567,105240,1,2008-07-08 02:00:00,100,100,1,130,0
47.862,2.159,2423.2,8.071,10.172,151.08,125.39,2.328,10.111,9.899,9.783,65.904,36.012,41.582,38.762,30.906,0.552,105300,1,2008-07-08 03:00:00,100,100,1,130,0
47.482,2.137,2425.0,8.238,10.165,151.11,125.21,2.281,10.114,9.885,9.771,65.907,36.094,41.586,38.766,30.871,0.559,105360,1,2008-07-08 04:00:00,100,100,0,130,1
47.471,2.144,2413.4,8.405,10.187,151.56,125.77,2.266,10.089,9.854,9.724,68.001,36.09,41.617,38.77,30.949,0.549,105420,1,2008-07-08 05:00:00,100,73,0,130,0
47.625,2.164,2408.0,8.558,10.184,151.52,125.47,2.414,10.094,9.854,9.743,68.286,36.09,41.664,38.848,30.965,0.553,105480,1,2008-07-08 06:00:00,100,73,0,130,0
47.647,2.158,2409.4,8.446,10.163,151.47,125.47,2.281,10.108,9.88,9.763,68.383,36.105,41.664,38.855,30.949,0.549,105540,1,2008-07-08 07:00:00,100,73,0,130,0
47.577,2.154,2407.2,8.494,10.165,151.52,125.49,2.391,10.089,9.871,9.752,68.29,36.172,41.711,38.855,30.965,0.572,105600,1,2008-07-08 08:00:00,100,73,0,130,0
47.496,2.165,2405.8,8.336,10.165,151.52,125.51,2.437,10.08,9.83,9.715,68.25,36.18,41.727,38.926,31.039,0.552,105660,1,2008-07-08 09:00:00,100,73,0,130,0
47.379,2.154,2406.6,8.418,10.178,151.52,125.34,2.406,10.051,9.826,9.71,68.192,36.18,41.738,38.93,31.043,0.55,105720,1,2008-07-08 10:00:00,100,73,0,130,0
47.329,2.157,2404.0,8.384,10.176,151.6,125.42,2.484,10.059,9.841,9.72,68.329,36.172,41.789,38.914,31.043,0.562,105780,1,2008-07-08 11:00:00,100,73,0,130,0
47.413,2.159,2409.4,8.586,10.184,151.59,125.6,2.391,10.075,9.832,9.709,68.149,36.156,41.812,38.918,31.039,0.541,105840,1,2008-07-08 12:00:00,100,73,0,130,0
47.931,2.178,2409.6,8.198,10.167,151.48,125.49,2.328,10.051,9.826,9.714,68.4,36.172,41.816,38.969,31.043,0.541,105900,1,2008-07-08 13:00:00,100,73,0,130,0
47.066,2.154,2407.8,8.217,10.176,151.48,125.58,2.437,10.101,9.862,9.745,68.307,36.25,41.82,38.977,31.121,0.567,105960,1,2008-07-08 14:00:00,100,73,0,130,0
47.388,2.139,2407.6,8.524,10.162,151.59,125.44,2.297,10.076,9.851,9.748,68.273,36.254,41.832,38.98,31.121,0.577,106020,1,2008-07-08 15:00:00,100,80,0,130,0
47.413,2.151,2407.8,8.285,10.196,151.52,125.37,2.406,10.059,9.823,9.705,68.203,36.227,41.82,38.996,31.133,0.537,106080,1,2008-07-08 16:00:00,100,80,0,130,0
47.357,2.145,2405.6,8.443,10.183,151.38,125.45,2.328,10.042,9.818,9.704,68.281,36.25,41.773,38.98,31.137,0.554,106140,1,2008-07-08 17:00:00,100,80,0,130,0
47.357,2.155,2407.6,8.269,10.194,151.55,125.49,2.414,10.075,9.833,9.715,68.194,36.227,41.832,38.98,31.121,0.55,106200,1,2008-07-08 18:00:00,100,80,0,130,0
47.295,2.153,2404.0,8.238,10.162,151.64,125.7,2.242,10.062,9.835,9.725,68.4,36.238,41.816,38.965,31.137,0.565,106260,1,2008-07-08 19:00:00,100,80,0,130,0
47.231,2.147,2407.4,8.453,10.154,151.54,125.35,2.375,10.095,9.847,9.723,68.242,36.246,41.762,38.965,31.121,0.546,106320,1,2008-07-08 20:00:00,100,80,0,130,0
47.313,2.165,2403.8,8.329,10.169,151.52,125.73,2.336,10.084,9.847,9.722,68.274,36.25,41.883,39.02,31.133,0.553,106380,1,2008-07-08 21:00:00,100,80,0,130,0
47.187,2.167,2409.8,8.103,10.158,151.66,125.61,2.281,10.127,9.885,9.76,68.287,36.246,41.902,39.008,31.129,0.568,106440,1,2008-07-08 22:00:00,100,80,0,130,0
46.982,2.139,2411.6,8.086,10.174,151.59,125.34,2.32,10.068,9.828,9.71,68.071,36.273,41.91,39.02,31.199,0.552,106500,1,2008-07-08 23:00:00,100,80,0,130,0
47.49,2.167,2412.6,8.116,10.154,151.56,125.59,2.391,10.117,9.88,9.752,68.249,36.246,41.898,39.012,31.129,0.544,106560,1,2008-07-09 00:00:00,100,80,0,130,0
47.443,2.155,2412.6,8.163,10.169,151.63,125.26,2.5,10.062,9.833,9.719,67.949,36.238,41.895,39.023,31.109,0.534,106620,1,2008-07-09 01:00:00,100,90,0,130,0
47.406,2.158,2410.8,8.089,10.167,151.48,125.59,2.352,10.1,9.855,9.733,68.185,36.25,41.91,39.004,31.129,0.541,106680,1,2008-07-09 02:00:00,100,90,0,130,0
47.5,2.161,2412.8,8.241,10.159,151.59,125.86,2.328,10.108,9.87,9.758,68.046,36.25,41.895,39.008,31.121,0.548,106740,1,2008-07-09 03:00:00,100,90,0,130,0
47.441,2.167,2410.6,8.303,10.191,151.59,125.4,2.406,10.064,9.837,9.719,68.1,36.246,41.902,39.012,31.129,0.538,106800,1,2008-07-09 04:00:00,100,90,0,130,0
47.549,2.16,2409.6,8.186,10.17,151.45,125.63,2.219,10.048,9.809,9.692,68.315,36.316,41.898,39.023,31.109,0.57,106860,1,2008-07-09 05:00:00,100,90,0,130,0
47.574,2.169,2408.8,8.384,10.173,151.52,125.61,2.359,10.075,9.846,9.73,68.391,36.227,41.887,39.012,31.133,0.564,106920,1,2008-07-09 06:00:00,100,90,0,130,0
47.783,2.183,2409.2,8.459,10.138,151.57,125.69,2.281,10.083,9.854,9.728,67.956,36.25,41.91,39.105,31.121,0.551,106980,1,2008-07-09 07:00:00,100,90,0,130,0
47.876,2.192,2409.0,8.043,10.159,151.52,125.5,2.406,10.049,9.833,9.715,68.091,36.25,41.91,39.09,31.121,0.539,107040,1,2008-07-09 08:00:00,100,90,0,130,0
47.724,2.18,2407.6,8.119,10.151,151.56,125.42,2.32,10.04,9.832,9.717,68.316,36.238,41.902,39.086,31.129,0.55,107100,1,2008-07-09 09:00:00,100,90,0,130,0
47.621,2.16,2407.2,8.524,10.169,151.57,125.32,2.492,10.061,9.833,9.713,68.129,36.246,41.926,39.086,31.184,0.543,107160,1,2008-07-09 10:00:00,100,90,0,130,0
48.129,2.189,2409.6,8.469,10.16,151.41,125.63,2.297,10.075,9.856,9.74,68.194,36.316,41.91,39.09,31.117,0.535,107220,1,2008-07-09 11:00:00,100,100,0,130,0
47.551,2.159,2409.0,8.38,10.165,151.52,125.58,2.219,10.084,9.858,9.746,68.107,36.316,41.902,39.086,31.195,0.538,107280,1,2008-07-09 12:00:00,100,100,0,130,0
47.574,2.159,2406.2,8.635,10.174,151.54,125.69,2.305,10.097,9.858,9.748,68.119,36.25,41.914,39.086,31.187,0.543,107340,1,2008-07-09 13:00:00,100,100,0,130,0
47.588,2.159,2406.6,8.618,10.166,151.43,125.71,2.406,10.091,9.866,9.752,68.238,36.316,41.914,39.105,31.195,0.539,107400,1,2008-07-09 14:00:00,100,100,0,130,0
47.947,2.165,2400.8,8.296,10.158,151.41,125.39,2.469,10.08,9.849,9.734,68.409,36.328,41.926,39.09,31.195,0.558,107460,1,2008-07-09 15:00:00,100,100,0,130,0
47.852,2.165,2403.2,8.189,10.151,151.52,125.48,2.359,10.048,9.821,9.703,68.309,36.32,41.914,39.09,31.199,0.55,107520,1,2008-07-09 16:00:00,100,100,0,130,0
47.401,2.142,2400.0,8.336,10.178,151.38,125.35,2.445,10.021,9.79,9.681,68.266,36.328,41.895,39.098,31.254,0.55,107580,1,2008-07-09 17:00:00,100,100,0,130,0
47.497,2.146,2398.2,8.473,10.158,151.45,125.42,2.492,10.07,9.836,9.71,68.394,36.328,41.914,39.168,31.266,0.549,107640,1,2008-07-09 18:00:00,100,100,0,130,0
47.6,2.161,2405.6,8.191,10.156,151.49,125.49,2.328,10.087,9.858,9.74,68.257,36.305,41.914,39.098,31.211,0.564,107700,1,2008-07-09 19:00:00,100,100,0,130,0
47.496,2.167,2405.8,8.702,10.181,151.49,125.42,2.383,10.048,9.814,9.706,68.147,36.312,41.926,39.184,31.266,0.587,107760,1,2008-07-09 20:00:00,100,100,0,130,0
47.472,2.176,2407.6,8.642,10.154,151.52,125.37,2.359,10.077,9.837,9.711,68.149,36.32,41.922,39.184,31.262,0.544,107820,1,2008-07-09 21:00:00,100,100,0,115,1
47.258,2.142,2409.6,8.325,10.174,151.35,125.39,2.227,10.073,9.843,9.734,68.049,36.316,41.93,39.098,31.262,0.545,107880,1,2008-07-09 22:00:00,100,100,0,115,1
47.236,2.14,2407.8,8.277,10.186,151.35,125.32,2.375,10.057,9.823,9.717,68.081,36.32,41.922,39.098,31.262,0.56,107940,1,2008-07-09 23:00:00,100,100,0,115,1
47.224,2.15,2405.6,8.232,10.164,151.3,125.47,2.219,10.049,9.818,9.704,68.29,36.254,41.93,39.098,31.254,0.554,108000,1,2008-07-10 00:00:00,100,100,0,115,1
47.2,2.148,2403.8,8.48,10.163,151.41,125.35,2.43,10.027,9.805,9.689,68.12,36.316,41.93,39.105,31.266,0.545,108060,1,2008-07-10 01:00:00,100,100,0,115,1
47.15,2.145,2406.0,8.536,10.191,151.41,125.22,2.461,10.065,9.825,9.699,68.098,36.328,41.922,39.098,31.254,0.545,108120,1,2008-07-10 02:00:00,100,100,0,115,1
47.188,2.142,2407.4,8.328,10.16,151.38,125.26,2.273,10.084,9.873,9.76,68.023,36.34,41.969,39.098,31.273,0.566,108180,1,2008-07-10 03:00:00,100,100,0,115,1
47.495,2.17,2407.6,8.349,10.16,151.38,125.31,2.273,10.065,9.825,9.705,67.937,36.32,41.895,39.172,31.262,0.539,108240,1,2008-07-10 04:00:00,100,100,0,115,1
47.52,2.173,2409.8,8.491,10.171,151.43,125.41,2.43,10.103,9.859,9.748,68.141,36.34,41.977,39.195,31.254,0.541,108300,1,2008-07-10 05:00:00,100,100,0,115,1
47.002,2.143,2407.8,8.686,10.177,151.41,125.44,2.352,10.048,9.825,9.716,67.964,36.328,41.957,39.184,31.344,0.551,108360,1,2008-07-10 06:00:00,100,100,0,115,1
46.848,2.142,2409.4,8.296,10.148,151.41,125.34,2.43,10.101,9.865,9.743,68.159,36.34,41.965,39.168,31.355,0.538,108420,1,2008-07-10 07:00:00,100,100,2,115,1
47.399,2.144,2431.8,7.991,10.189,150.76,124.79,2.281,10.067,9.823,9.708,64.335,36.316,41.926,39.098,31.266,0.558,108480,1,2008-07-10 08:00:00,100,73,2,115,0
47.176,2.129,2430.0,7.932,10.162,150.67,124.95,2.281,10.111,9.871,9.76,64.319,36.312,41.922,39.004,31.262,0.543,108540,1,2008-07-10 09:00:00,100,73,2,115,0
46.768,2.115,2435.4,7.932,10.172,150.54,124.91,2.242,10.076,9.842,9.724,64.585,36.254,41.898,39.012,31.281,0.535,108600,1,2008-07-10 10:00:00,100,73,2,115,0
47.127,2.122,2431.8,7.713,10.189,150.7,125.01,2.227,10.067,9.844,9.726,64.516,36.246,41.898,39.008,31.273,0.553,108660,1,2008-07-10 11:00:00,100,73,2,115,0
47.019,2.117,2431.6,8.145,10.152,150.76,124.75,2.227,10.097,9.867,9.757,64.274,36.238,41.922,39.031,31.273,0.538,108720,1,2008-07-10 12:00:00,100,73,2,115,0
47.224,2.123,2429.6,8.163,10.169,150.68,125.03,2.008,10.113,9.875,9.764,64.354,36.246,41.91,39.012,31.273,0.547,108780,1,2008-07-10 13:00:00,100,73,2,115,0
46.867,2.124,2428.0,7.952,10.179,150.66,124.82,2.219,10.079,9.832,9.712,64.367,36.246,41.914,39.008,31.281,0.553,108840,1,2008-07-10 14:00:00,100,73,2,115,0
46.938,2.129,2429.6,7.976,10.177,150.77,124.94,2.195,10.084,9.85,9.728,64.447,36.227,41.902,39.004,31.273,0.554,108900,1,2008-07-10 15:00:00,100,73,2,115,0
46.842,2.116,2429.6,8.156,10.169,150.82,124.88,2.195,10.102,9.875,9.769,64.355,36.234,41.902,39.051,31.277,0.546,108960,1,2008-07-10 16:00:00,100,73,2,115,0
46.343,2.095,2427.8,8.251,10.151,150.67,124.9,2.25,10.062,9.835,9.731,64.379,36.328,41.91,39.004,31.359,0.548,109020,1,2008-07-10 17:00:00,100,73,2,115,0
46.942,2.119,2427.8,8.024,10.172,150.71,124.87,2.281,10.059,9.823,9.699,64.389,36.332,41.91,39.102,31.367,0.535,109080,1,2008-07-10 18:00:00,100,80,2,115,0
47.001,2.12,2427.8,8.281,10.166,150.63,124.79,2.227,10.062,9.823,9.699,64.334,36.25,41.902,39.102,31.344,0.57,109140,1,2008-07-10 19:00:00,100,80,2,115,0
46.842,2.12,2429.8,7.999,10.182,150.71,124.98,2.297,10.066,9.828,9.704,64.411,36.262,41.91,39.09,31.355,0.558,109200,1,2008-07-10 20:00:00,100,80,2,115,0
46.918,2.122,2429.6,7.869,10.167,150.69,124.93,2.187,10.08,9.845,9.728,64.381,36.332,41.914,39.105,31.375,0.536,109260,1,2008-07-10 21:00:00,100,80,2,115,0
46.929,2.119,2428.0,8.184,10.16,150.63,124.96,2.266,10.097,9.866,9.74,64.478,36.254,41.922,39.086,31.355,0.534,109320,1,2008-07-10 22:00:00,100,80,2,115,0
46.359,2.09,2426.0,8.33,10.161,150.68,125.14,2.156,10.077,9.849,9.731,64.444,36.316,41.914,39.074,31.453,0.556,109380,1,2008-07-10 23:00:00,100,80,2,115,0
46.359,2.12,2425.8,8.076,10.19,150.69,124.87,2.305,10.03,9.823,9.71,64.503,36.328,41.914,39.187,31.437,0.558,109440,1,2008-07-11 00:00:00,100,80,2,115,0
46.648,2.122,2426.0,8.001,10.182,150.79,124.77,2.328,10.027,9.802,9.687,64.486,36.32,41.914,39.184,31.359,0.547,109500,1,2008-07-11 01:00:00,100,80,2,115,0
46.683,2.118,2427.8,7.907,10.163,150.7,124.61,2.352,10.057,9.811,9.696,64.445,36.316,41.902,39.078,31.348,0.551,109560,1,2008-07-11 02:00:00,100,80,2,115,0
47.143,2.142,2429.6,8.367,10.169,150.8,124.88,2.242,10.045,9.825,9.711,64.368,36.32,41.93,39.195,31.359,0.541,109620,1,2008-07-11 03:00:00,100,80,2,115,0
46.72,2.117,2427.6,7.806,10.163,150.59,124.84,2.195,10.073,9.853,9.733,64.422,36.41,41.91,39.168,31.414,0.564,109680,1,2008-07-11 04:00:00,100,90,2,115,0
46.659,2.118,2425.8,8.229,10.176,150.79,124.88,2.266,10.038,9.818,9.696,64.401,36.41,41.922,39.18,31.437,0.557,109740,1,2008-07-11 05:00:00,100,90,2,115,0
45.947,2.099,2425.8,8.153,10.191,150.65,124.81,2.32,10.084,9.852,9.738,64.536,36.414,41.914,39.18,31.52,0.543,109800,1,2008-07-11 06:00:00,100,90,2,115,0
46.188,2.091,2423.8,7.948,10.159,150.63,124.98,2.219,10.065,9.833,9.733,64.407,36.41,41.91,39.168,31.52,0.553,109860,1,2008-07-11 07:00:00,100,90,2,115,0
46.72,2.127,2422.8,8.033,10.181,150.62,124.84,2.219,10.049,9.81,9.692,64.445,36.395,41.91,39.184,31.434,0.545,109920,1,2008-07-11 08:00:00,100,90,2,115,0
47.121,2.139,2429.0,7.956,10.17,150.7,124.63,2.273,10.081,9.851,9.733,64.426,36.422,41.926,39.172,31.437,0.545,109980,1,2008-07-11 09:00:00,100,90,2,115,0
46.625,2.12,2428.2,8.16,10.19,150.55,124.61,2.297,10.044,9.815,9.703,64.327,36.395,41.914,39.16,31.453,0.536,110040,1,2008-07-11 10:00:00,100,90,2,115,0
46.745,2.124,2429.2,8.231,10.166,150.66,124.87,2.305,10.08,9.841,9.727,64.382,36.398,41.937,39.172,31.445,0.54,110100,1,2008-07-11 11:00:00,100,90,2,115,0
46.626,2.121,2429.4,7.769,10.187,150.59,124.81,2.305,10.053,9.823,9.72,64.559,36.41,41.922,39.172,31.437,0.549,110160,1,2008-07-11 12:00:00,100,90,2,115,0
46.415,2.115,2428.2,8.37,10.179,150.63,124.69,2.195,10.037,9.819,9.71,64.232,36.41,41.941,39.168,31.434,0.541,110220,1,2008-07-11 13:00:00,100,90,2,115,0
46.341,2.114,2429.6,7.928,10.167,150.59,124.93,2.211,10.103,9.861,9.743,64.486,36.41,41.941,39.152,31.434,0.548,110280,1,2008-07-11 14:00:00,100,100,2,115,0
46.307,2.115,2429.8,7.854,10.164,150.66,124.88,2.266,10.024,9.801,9.694,64.572,36.41,41.953,39.168,31.445,0.571,110340,1,2008-07-11 15:00:00,100,100,2,115,0
46.37,2.114,2429.6,7.808,10.16,150.62,124.73,2.328,10.066,9.836,9.722,64.57,36.414,41.977,39.207,31.453,0.543,110400,1,2008-07-11 16:00:00,100,100,2,115,0
46.851,2.142,2427.6,8.048,10.148,150.65,124.81,2.172,10.078,9.833,9.713,64.529,36.406,41.992,39.184,31.359,0.54,110460,1,2008-07-11 17:00:00,100,100,2,115,0
46.792,2.133,2425.8,8.282,10.174,150.52,124.9,2.352,10.04,9.8,9.687,64.3,36.41,41.996,39.168,31.371,0.555,110520,1,2008-07-11 18:00:00,100,100,2,115,0
46.347,2.119,2427.6,7.976,10.149,150.63,124.65,2.227,10.072,9.851,9.75,64.578,36.41,41.996,39.187,31.437,0.538,110580,1,2008-07-11 19:00:00,100,100,2,115,0
46.354,2.12,2428.0,8.072,10.187,150.8,124.91,2.187,10.051,9.805,9.684,64.27,36.41,41.969,39.18,31.445,0.561,110640,1,2008-07-11 20:00:00,100,100,2,115,0
46.341,2.113,2424.0,8.015,10.163,150.74,124.77,2.25,10.099,9.851,9.738,64.451,36.422,41.949,39.152,31.437,0.565,110700,1,2008-07-11 21:00:00,100,100,2,115,0
46.651,2.143,2433.2,7.854,10.154,150.62,124.85,2.141,10.07,9.828,9.711,64.403,36.414,41.98,39.18,31.437,0.555,110760,1,2008-07-11 22:00:00,100,100,2,115,0
46.954,2.146,2436.2,8.357,10.176,150.7,124.83,2.383,10.048,9.814,9.712,64.091,36.41,41.992,39.18,31.355,0.565,110820,1,2008-07-11 23:00:00,100,100,2,115,0
46.44,2.116,2429.8,7.904,10.163,150.7,124.92,2.219,10.084,9.841,9.726,64.42,36.328,41.996,39.18,31.449,0.549,110880,1,2008-07-12 00:00:00,100,100,1,115,1
46.846,2.146,2422.0,8.223,10.183,151.02,124.92,2.336,10.091,9.86,9.753,65.807,36.414,41.984,39.18,31.355,0.566,110940,1,2008-07-12 01:00:00,100,73,1,115,0
46.395,2.128,2422.0,7.894,10.17,150.82,125.12,2.25,10.078,9.851,9.738,65.983,36.398,41.984,39.18,31.437,0.555,111000,1,2008-07-12 02:00:00,100,73,1,115,0
46.37,2.13,2419.6,7.892,10.213,150.93,125.01,2.187,10.077,9.826,9.708,65.849,36.406,41.98,39.172,31.445,0.553,111060,1,2008-07-12 03:00:00,100,73,1,115,0
46.115,2.126,2421.2,7.992,10.158,150.93,125.24,2.156,10.046,9.814,9.71,65.695,36.41,41.926,39.18,31.426,0.548,111120,1,2008-07-12 04:00:00,100,73,1,115,0
46.115,2.123,2419.4,7.841,10.183,150.98,125.16,2.109,10.029,9.813,9.698,65.866,36.406,41.996,39.18,31.422,0.558,111180,1,2008-07-12 05:00:00,100,73,1,115,0
46.345,2.124,2420.0,8.163,10.167,150.84,125.01,2.281,10.051,9.832,9.715,65.785,36.398,42.004,39.184,31.445,0.548,111240,1,2008-07-12 06:00:00,100,73,1,115,0
46.503,2.136,2420.2,8.237,10.174,151.03,125.09,2.359,10.072,9.848,9.736,65.764,36.398,42.004,39.18,31.437,0.553,111300,1,2008-07-12 07:00:00,100,73,1,115,0
46.37,2.12,2418.0,7.888,10.15,150.98,124.98,2.273,10.088,9.868,9.752,65.798,36.406,41.98,39.16,31.449,0.547,111360,1,2008-07-12 08:00:00,100,73,1,115,0
46.44,2.126,2419.4,8.322,10.161,150.9,125.0,2.227,10.079,9.847,9.728,65.744,36.426,41.953,39.18,31.434,0.572,111420,1,2008-07-12 09:00:00,100,73,1,115,0
46.37,2.123,2418.4,7.86,10.174,150.8,124.88,2.281,10.031,9.811,9.694,65.916,36.414,41.992,39.184,31.449,0.554,111480,1,2008-07-12 10:00:00,100,73,1,115,0
46.453,2.126,2420.0,8.199,10.169,150.84,124.98,2.25,10.049,9.828,9.722,65.81,36.41,42.004,39.187,31.434,0.553,111540,1,2008-07-12 11:00:00,100,80,1,115,0
46.823,2.138,2420.2,8.056,10.174,150.9,124.96,2.227,10.061,9.83,9.715,65.845,36.398,41.937,39.172,31.355,0.561,111600,1,2008-07-12 12:00:00,100,80,1,115,0
46.86,2.138,2422.2,7.826,10.169,150.91,125.14,2.141,10.064,9.833,9.719,65.861,36.406,41.953,39.184,31.434,0.553,111660,1,2008-07-12 13:00:00,100,80,1,115,0
47.27,2.163,2421.2,8.065,10.172,150.82,125.11,2.273,10.08,9.842,9.722,65.771,36.398,41.949,39.172,31.355,0.543,111720,1,2008-07-12 14:00:00,100,80,1,115,0
46.848,2.141,2418.0,8.111,10.158,150.87,125.03,2.406,10.062,9.84,9.73,66.002,36.406,41.992,39.172,31.367,0.542,111780,1,2008-07-12 15:00:00,100,80,1,115,0
46.651,2.141,2422.0,8.263,10.153,150.9,125.14,2.25,10.106,9.865,9.752,65.701,36.41,41.941,39.152,31.367,0.566,111840,1,2008-07-12 16:00:00,100,80,1,115,0
47.21,2.167,2418.4,8.169,10.152,150.91,125.14,2.281,10.098,9.861,9.752,65.805,36.398,41.941,39.168,31.273,0.558,111900,1,2008-07-12 17:00:00,100,80,1,115,0
46.842,2.165,2421.6,8.106,10.148,151.09,125.02,2.43,10.09,9.856,9.738,65.689,36.414,41.93,39.184,31.273,0.544,111960,1,2008-07-12 18:00:00,100,80,1,115,0
46.283,2.143,2419.6,8.443,10.185,151.06,124.98,2.352,10.062,9.836,9.725,65.678,36.316,41.902,39.184,31.359,0.553,112020,1,2008-07-12 19:00:00,100,80,1,115,0
46.722,2.169,2421.6,8.102,10.18,150.97,125.01,2.414,10.053,9.823,9.705,65.912,36.328,41.937,39.184,31.289,0.555,112080,1,2008-07-12 20:00:00,100,80,1,115,0
46.508,2.135,2421.6,7.888,10.193,150.98,125.12,2.281,10.076,9.853,9.748,65.9,36.328,41.922,39.102,31.277,0.553,112140,1,2008-07-12 21:00:00,100,90,1,115,0
46.531,2.141,2419.6,8.177,10.166,151.03,125.16,2.187,10.103,9.873,9.759,65.843,36.32,41.922,39.078,31.266,0.556,112200,1,2008-07-12 22:00:00,100,90,1,115,0
46.325,2.143,2420.2,8.084,10.166,150.94,125.04,2.227,10.084,9.845,9.726,65.84,36.246,41.922,39.098,31.266,0.562,112260,1,2008-07-12 23:00:00,100,90,1,115,0
46.741,2.167,2421.0,8.12,10.176,151.11,125.01,2.359,10.094,9.855,9.73,65.806,36.32,41.914,39.09,31.203,0.553,112320,1,2008-07-13 00:00:00,100,90,1,115,0
45.981,2.121,2421.6,8.073,10.177,150.97,124.9,2.242,10.062,9.833,9.715,65.827,36.234,41.914,39.008,31.277,0.544,112380,1,2008-07-13 01:00:00,100,90,1,115,0
46.076,2.119,2426.0,8.158,10.176,150.97,124.9,2.43,10.095,9.852,9.733,65.534,36.234,41.902,39.012,31.273,0.554,112440,1,2008-07-13 02:00:00,100,90,1,115,0
46.588,2.14,2424.2,7.997,10.174,150.98,124.92,2.164,10.094,9.868,9.75,65.751,36.238,41.855,39.008,31.195,0.544,112500,1,2008-07-13 03:00:00,100,90,1,115,0
46.881,2.144,2425.8,8.102,10.159,151.03,125.04,2.328,10.13,9.884,9.776,65.864,36.328,41.875,39.051,31.187,0.534,112560,1,2008-07-13 04:00:00,100,90,1,115,0
47.376,2.169,2421.0,8.321,10.164,151.12,125.22,2.187,10.114,9.892,9.775,65.633,36.238,41.828,39.012,31.129,0.535,112620,1,2008-07-13 05:00:00,100,90,1,115,0
47.138,2.145,2421.2,8.144,10.176,150.95,124.95,2.211,10.11,9.889,9.784,65.677,36.238,41.84,38.953,31.121,0.551,112680,1,2008-07-13 06:00:00,100,90,1,115,0
46.971,2.142,2424.8,8.074,10.169,151.03,125.19,2.227,10.11,9.895,9.773,65.725,36.234,41.805,39.004,31.117,0.579,112740,1,2008-07-13 07:00:00,100,100,1,115,0
46.889,2.165,2423.8,8.131,10.183,151.03,125.01,2.32,10.102,9.872,9.75,65.617,36.172,41.812,39.023,31.117,0.547,112800,1,2008-07-13 08:00:00,100,100,1,115,0
46.787,2.151,2422.0,8.153,10.187,150.98,125.03,2.242,10.084,9.849,9.733,65.627,36.234,41.832,38.98,31.117,0.544,112860,1,2008-07-13 09:00:00,100,100,1,115,0
46.934,2.164,2423.6,8.086,10.211,150.92,125.01,2.164,10.083,9.838,9.725,65.797,36.227,41.844,38.953,31.129,0.526,112920,1,2008-07-13 10:00:00,100,100,1,115,0
46.894,2.16,2423.6,8.181,10.176,151.12,125.18,2.242,10.1,9.87,9.757,65.706,36.18,41.832,38.957,31.121,0.54,112980,1,2008-07-13 11:00:00,100,100,1,115,0
46.745,2.136,2421.8,8.049,10.182,150.98,124.98,2.227,10.13,9.898,9.793,65.958,36.238,41.812,38.93,31.109,0.548,113040,1,2008-07-13 12:00:00,100,100,1,115,0
46.723,2.144,2419.8,7.854,10.169,150.92,125.02,2.227,10.089,9.857,9.75,65.969,36.16,41.75,38.937,31.117,0.556,113100,1,2008-07-13 13:00:00,100,100,1,115,0
46.616,2.135,2421.8,7.812,10.182,151.06,125.09,2.273,10.116,9.878,9.759,65.952,36.168,41.734,38.914,31.129,0.536,113160,1,2008-07-13 14:00:00,100,100,1,115,0
46.569,2.131,2421.8,8.211,10.191,151.06,125.03,2.187,10.132,9.889,9.767,65.634,36.172,41.762,38.937,31.145,0.561,113220,1,2008-07-13 15:00:00,100,100,1,115,0
46.625,2.134,2423.0,8.012,10.174,150.97,124.96,2.172,10.079,9.84,9.717,65.672,36.172,41.762,38.918,31.121,0.522,113280,1,2008-07-13 16:00:00,100,100,1,115,0
46.77,2.148,2423.8,8.376,10.173,151.02,125.19,2.211,10.125,9.899,9.792,65.604,36.172,41.773,38.926,31.117,0.552,113340,1,2008-07-13 17:00:00,100,100,0,115,1
46.967,2.143,2415.2,8.259,10.167,151.49,125.5,2.359,10.095,9.866,9.756,67.855,36.172,41.777,38.926,31.109,0.547,113400,1,2008-07-13 18:00:00,100,73,0,115,0
47.379,2.159,2414.8,8.503,10.176,151.52,125.4,2.352,10.099,9.849,9.733,67.896,36.187,41.781,38.965,31.043,0.55,113460,1,2008-07-13 19:00:00,100,73,0,115,0
47.239,2.167,2415.6,8.363,10.16,151.4,125.34,2.375,10.112,9.896,9.788,68.097,36.168,41.82,38.977,31.117,0.536,113520,1,2008-07-13 20:00:00,100,73,0,115,0
47.167,2.161,2413.4,8.095,10.174,151.51,125.45,2.32,10.123,9.868,9.748,68.023,36.25,41.844,39.008,31.117,0.529,113580,1,2008-07-13 21:00:00,100,73,0,115,0
47.323,2.171,2411.2,8.168,10.181,151.43,125.26,2.516,10.099,9.86,9.743,68.155,36.25,41.895,38.953,31.117,0.539,113640,1,2008-07-13 22:00:00,100,73,0,115,0
47.185,2.16,2408.4,8.264,10.181,151.43,125.47,2.414,10.097,9.854,9.734,68.107,36.25,41.922,38.957,31.121,0.526,113700,1,2008-07-13 23:00:00,100,73,0,115,0
